issue_no,repo,url,defect type,rationale,,,,,,,
288,nocodb,https://github.com/nocodb/nocodb/issues/288,Environment-Specific Behavior and Configuration Bugs,Swagger UI fails to use the NC_PUBLIC_URL environment variable and instead defaults to localhost causing incorrect endpoint URLs in a Docker and reverse proxy setup.,,,,,,,
290,nocodb,https://github.com/nocodb/nocodb/issues/290,Middleware Integration Failures in REST APIs,Audit log is not recording DELETE operations indicating a failure in middleware responsible for logging REST API actions.,,,,,,,
297,nocodb,https://github.com/nocodb/nocodb/issues/297,Schema and Payload Validation Errors in POST APIs,API fails to handle add and edit operations for tables with composite primary keys because the primary key fields are not editable and result in 400 errors due to undefined bindings.,,,,,,,
315,nocodb,https://github.com/nocodb/nocodb/issues/315,Environment-Specific Behavior and Configuration Bugs,Reloading view data via GraphQL returns a 404 error with a malformed URL containing double slashes which suggests an environment-specific URL construction or routing issue.,,,,,,,
348,nocodb,https://github.com/nocodb/nocodb/issues/348,Schema and Payload Validation Errors in POST APIs,APIs related to M2M columns generate undefined values and invalid paths in Swagger indicating schema generation and validation issues.,,,,,,,
388,nocodb,https://github.com/nocodb/nocodb/issues/388,Query Filter and Search Parameter Handling Errors,The API returns 400 errors when loading M2M tables after adding a column indicating malformed or unsupported query parameters in the request.,,,,,,,
400,nocodb,https://github.com/nocodb/nocodb/issues/400,Schema and Payload Validation Errors in POST APIs,The API returns 400 Bad Request and error messages about existing project IDs indicating improper handling or validation of import payloads.,,,,,,,
410,nocodb,https://github.com/nocodb/nocodb/issues/410,Environment-Specific Behavior and Configuration Bugs,The API incorrectly assumes a single integer primary key in Swagger even when a composite string key is configured causing update and delete operations to fail.,,,,,,,
515,nocodb,https://github.com/nocodb/nocodb/issues/515,Query Filter and Search Parameter Handling Errors,Get by ID endpoint does not return the Rollup result while the list endpoint does indicating inconsistent handling of query parameters or filters.,,,,,,,
641,nocodb,https://github.com/nocodb/nocodb/issues/641,Environment-Specific Behavior and Configuration Bugs,Generated UUID is not returned on record creation only when using Postgres with gen_random_uuid() default in a Dockerized NocoDB environment.,,,,,,,
652,nocodb,https://github.com/nocodb/nocodb/issues/652,Environment-Specific Behavior and Configuration Bugs,Field name casing is not honored in the API response under a specific environment using MySQL2 and Docker.,,,,,,,
725,nocodb,https://github.com/nocodb/nocodb/issues/725,Query Filter and Search Parameter Handling Errors,The issue is caused by the primary key containing special characters that are not URL-encoded leading to incorrect parsing of the path parameter.,,,,,,,
856,nocodb,https://github.com/nocodb/nocodb/issues/856,Query Filter and Search Parameter Handling Errors,"API returns related entities by default and does not respect absence or disabling of bt, hm, mm query parameters leading to unexpected results.",,,,,,,
880,nocodb,https://github.com/nocodb/nocodb/issues/880,Environment-Specific Behavior and Configuration Bugs,Error occurs because the API uses a .returning() method not supported by sqlite3 which is specific to the chosen database environment.,,,,,,,
985,nocodb,https://github.com/nocodb/nocodb/issues/985,"Session, Token, and Account Lifecycle Management Errors","After signing out, logging in with invalid credentials still grants access to data in the same browser indicating a session lifecycle management flaw.",,,,,,,
1129,nocodb,https://github.com/nocodb/nocodb/issues/1129,Schema and Payload Validation Errors in POST APIs,Adding a Percentage column via POST API fails with a 500 error indicating a likely schema or field validation issue when updating the table.,,,,,,,
1638,nocodb,https://github.com/nocodb/nocodb/issues/1638,Environment-Specific Behavior and Configuration Bugs,DATEADD formula causes 400 errors and empty results specifically when using PostgreSQL as the backend database.,,,,,,,
1662,nocodb,https://github.com/nocodb/nocodb/issues/1662,Database/Table User Access Handling Errors,Editor role is denied permission to download CSV due to database access control restrictions as shown by the 403 Forbidden error.,,,,,,,
1693,nocodb,https://github.com/nocodb/nocodb/issues/1693,Database/Table User Access Handling Errors,Commenter and viewer roles receive a 403 forbidden error when accessing a relational column due to insufficient database permissions.,,,,,,,
1713,nocodb,https://github.com/nocodb/nocodb/issues/1713,Database/Table User Access Handling Errors,API requests to show or hide fields return 403 Forbidden due to insufficient editor permissions enforced by projectAclMiddleware.,,,,,,,
1722,nocodb,https://github.com/nocodb/nocodb/issues/1722,"Session, Token, and Account Lifecycle Management Errors",User is unable to access projects after mistakenly signing up with existing credentials post-upgrade indicating a problem with account or session state management.,,,,,,,
1756,nocodb,https://github.com/nocodb/nocodb/issues/1756,Query Filter and Search Parameter Handling Errors,Filtering on linked record columns returns incorrect results indicating the filter logic for query parameters is faulty.,,,,,,,
1866,nocodb,https://github.com/nocodb/nocodb/issues/1866,Query Filter and Search Parameter Handling Errors,Using lookup columns in filters or formulas causes errors indicating the API does not handle these query parameters correctly.,,,,,,,
1981,nocodb,https://github.com/nocodb/nocodb/issues/1981,Query Filter and Search Parameter Handling Errors,The API does not correctly interpret the '*' wildcard in the nested fields query parameter resulting in incomplete field selection.,,,,,,,
2014,nocodb,https://github.com/nocodb/nocodb/issues/2014,Query Filter and Search Parameter Handling Errors,"Checkbox filtering in both UI and REST API does not handle 'is', 'isnot', and 'not' operators as documented leading to inconsistent query results.",,,,,,,
2208,nocodb,https://github.com/nocodb/nocodb/issues/2208,Schema and Payload Validation Errors in POST APIs,"The API request for relation row operations is blocked because the columnName parameter is flagged as invalid in the UI, indicating a schema or parameter validation issue.",,,,,,,
2242,nocodb,https://github.com/nocodb/nocodb/issues/2242,Query Filter and Search Parameter Handling Errors,The API response for a field with thousands of linked records is truncated without pagination or a way to retrieve all connections indicating improper handling of large result sets and missing query parameters for pagination.,,,,,,,
2776,nocodb,https://github.com/nocodb/nocodb/issues/2776,Runtime and Dependency Errors,The API fails with a TypeError due to attempting to read 'endsWith' on null indicating a runtime code issue in MysqlClient.,,,,,,,
4176,nocodb,https://github.com/nocodb/nocodb/issues/4176,Schema and Payload Validation Errors in POST APIs,API returns a 400 Bad Request with a TypeError indicating the POST payload is undefined or not iterable during file upload.,,,,,,,
4704,nocodb,https://github.com/nocodb/nocodb/issues/4704,Environment-Specific Behavior and Configuration Bugs,API fails to update data when the primary key contains a slash character due to incorrect URL parsing in the current environment.,,,,,,,
6202,nocodb,https://github.com/nocodb/nocodb/issues/6202,Query Filter and Search Parameter Handling Errors,"Expanding a row with a primary key containing a ""/"" symbol results in a ""Record not found"" error indicating improper handling of special characters in query parameters.",,,,,,,
7241,nocodb,https://github.com/nocodb/nocodb/issues/7241,Authentication and Token Management Errors,Email verification fails with a 404 because the /email/verify/:token endpoint no longer exists preventing token-based email validation.,,,,,,,
7451,nocodb,https://github.com/nocodb/nocodb/issues/7451,Query Filter and Search Parameter Handling Errors,API fails because the offset parameter in the payload exceeds the total number of records causing an invalid query.,,,,,,,
7473,nocodb,https://github.com/nocodb/nocodb/issues/7473,"Session, Token, and Account Lifecycle Management Errors",Email verification link for new user invitation returns 404 preventing proper account activation workflow.,,,,,,,
7501,nocodb,https://github.com/nocodb/nocodb/issues/7501,Query Filter and Search Parameter Handling Errors,Searching for a non-existent entry on pages beyond the first causes an internal error indicating improper handling of search parameters with pagination.,,,,,,,
7511,nocodb,https://github.com/nocodb/nocodb/issues/7511,Job Execution and Workflow Configuration Defects,Webhook triggers the wrong event type for single record deletion in bulk delete workflow.,,,,,,,
7535,nocodb,https://github.com/nocodb/nocodb/issues/7535,Database/Table User Access Handling Errors,Viewer users receive HTTP 403 errors and cannot access email notification features due to insufficient permissions on the base and plugins.,,,,,,,
7848,nocodb,https://github.com/nocodb/nocodb/issues/7848,Schema and Payload Validation Errors in POST APIs,"The issue is about a typo in the API documentation for the 400 response which should be ""BadRequest"" indicating a schema-related error response.",,,,,,,
9055,nocodb,https://github.com/nocodb/nocodb/issues/9055,Database/Table User Access Handling Errors,Creating a new view via a shared link results in a 403 error indicating insufficient permissions for the user accessing the shared Base.,,,,,,,
10608,nocodb,https://github.com/nocodb/nocodb/issues/10608,Volume and File Upload/Access Errors,The issue is caused by the file attachment's base64 data being incorrectly included in a GET request query which leads to HTTP connection errors when uploading files.,,,,,,,
183,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/183,Environment-Specific Behavior and Configuration Bugs,The serialization error occurs only when returning large JSON responses in the admin area indicating a configuration or environment-specific limitation.,,,,,,,
1731,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/1731,Query Filter and Search Parameter Handling Errors,Searching with a term starting with the less-than sign causes an error indicating improper handling of special characters in search parameters.,,,,,,,
1811,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/1811,Database/Table User Access Handling Errors,Vendors are able to access invoice data for products that do not belong to them due to insufficient access validation in the API.,,,,,,,
2532,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/2532,Schema and Payload Validation Errors in POST APIs,The Country field is marked as required but the API allows it to be empty indicating a failure in input validation.,,,,,,,
2776,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/2776,Environment-Specific Behavior and Configuration Bugs,The API exposes product reviews in a store where the product is not available due to store-specific configuration.,,,,,,,
2777,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/2777,Query Filter and Search Parameter Handling Errors,API fails to filter out reviews for deleted products resulting in unexpected results in the /customer/productreviews endpoint.,,,,,,,
3174,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/3174,Environment-Specific Behavior and Configuration Bugs,SEO name in product URLs does not change based on selected language despite correct configuration and language-specific edits.,,,,,,,
3376,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/3376,Query Filter and Search Parameter Handling Errors,"Malformed query parameters like adv=true,false cause a boolean parsing error during advanced search.",,,,,,,
3382,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/3382,Environment-Specific Behavior and Configuration Bugs,Enabling Redis cache configuration causes a 500 error when clearing cache indicating a bug triggered by a specific environment setting.,,,,,,,
3584,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/3584,Runtime and Dependency Errors,Updating a return request throws a null reference error because the customer object is not populated during the API operation.,,,,,,,
3604,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/3604,Environment-Specific Behavior and Configuration Bugs,Error response code is incorrect when developer exception page is disabled indicating configuration-dependent behavior.,,,,,,,
3630,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/3630,Environment-Specific Behavior and Configuration Bugs,The API incorrectly redirects to the home page instead of returning a 404 when a resource is missing indicating improper handling of missing resources in the current environment configuration.,,,,,,,
3946,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/3946,Query Filter and Search Parameter Handling Errors,The issue is caused by the plus sign in the email query parameter being misinterpreted as a space due to improper URL encoding.,,,,,,,
4548,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/4548,Environment-Specific Behavior and Configuration Bugs,Invalid JSON response occurs when refreshing the grid in the admin UI indicating a bug triggered by a specific user action and environment configuration.,,,,,,,
4611,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/4611,Environment-Specific Behavior and Configuration Bugs,The error occurs only on Linux due to case sensitivity differences in file naming conventions.,,,,,,,
4621,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/4621,Query Filter and Search Parameter Handling Errors,The API does not correctly filter checkout attributes based on the provided storeId parameter resulting in unexpected results.,,,,,,,
4943,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/4943,Schema and Payload Validation Errors in POST APIs,The API fails to display error or warning messages returned by shipping provider plugins indicating improper handling of error payloads in the response.,,,,,,,
5469,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/5469,Schema and Payload Validation Errors in POST APIs,The API allows saving shipping origin data with blank required fields indicating missing validation of required fields in the payload.,,,,,,,
5990,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/5990,Environment-Specific Behavior and Configuration Bugs,"Validation incorrectly requires ZipPostalCode when the ""Use city name to estimate shipping"" configuration is enabled.",,,,,,,
6007,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/6007,Job Execution and Workflow Configuration Defects,Deleting the only template causes internal server error indicating a workflow misconfiguration when required templates are missing.,,,,,,,
6403,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/6403,Database/Table User Access Handling Errors,The /Admin/Orders/PdfInvoice endpoint does not properly check vendor access permissions before allowing access to invoices.,,,,,,,
6484,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/6484,Environment-Specific Behavior and Configuration Bugs,Error messages from the shipping API are not displayed in the frontend due to incorrect handling of the Success property in the specific nopCommerce environment.,,,,,,,
6610,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/6610,Schema and Payload Validation Errors in POST APIs,Address is saved even when the required country field is missing indicating a failure in request payload validation.,,,,,,,
6723,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/6723,Container and Resource Quota Handling Errors,The issue is caused by exceeding the default RequestFormLimits for the number of form fields submitted in a single request.,,,,,,,
6859,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/6859,Schema and Payload Validation Errors in POST APIs,Submitting an address without selecting a required state fails to show a validation error and instead results in a 404 page.,,,,,,,
7101,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/7101,Schema and Payload Validation Errors in POST APIs,Shopping cart and order placement APIs fail to validate that product attribute values still exist leading to acceptance of invalid payloads.,,,,,,,
7106,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/7106,Environment-Specific Behavior and Configuration Bugs,Marking CustomProperties as JsonIgnore changes API behavior and breaks the ability to extend models and pass data to JavaScript.,,,,,,,
7212,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/7212,Query Filter and Search Parameter Handling Errors,The import process selects the state code without filtering by the specified country leading to incorrect query parameter handling.,,,,,,,
7308,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/7308,Query Filter and Search Parameter Handling Errors,AJAX catalog requests using GET instead of POST allow direct access and cause unexpected page rendering.,,,,,,,
7314,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/7314,Middleware Integration Failures in REST APIs,This issue is caused by attempting to set HTTP headers after the response has started which is a classic middleware and response pipeline integration problem in ASP.NET Core.,,,,,,,
7490,nopCommerce,https://github.com/nopSolutions/nopCommerce/issues/7490,Volume and File Upload/Access Errors,Error messages are not displayed when picture upload fails indicating an issue with file upload error handling.,,,,,,,
5533,OrchardCore,https://github.com/OrchardCMS/OrchardCore/issues/5533,Schema and Payload Validation Errors in POST APIs,The API fails because the POSTed JSON parameters are not correctly bound resulting in a null value and a subsequent type conversion error.,,,,,,,
5694,OrchardCore,https://github.com/OrchardCMS/OrchardCore/issues/5694,Volume and File Upload/Access Errors,"Media Field configured as ""Attached"" throws a file handling error when attempting to upload.",,,,,,,
6520,OrchardCore,https://github.com/OrchardCMS/OrchardCore/issues/6520,Schema and Payload Validation Errors in POST APIs,The user reports that POST requests to the Lucene Query API return null items likely due to issues with the request body format or schema validation.,,,,,,,
8986,OrchardCore,https://github.com/OrchardCMS/OrchardCore/issues/8986,Schema and Payload Validation Errors in POST APIs,Saving a content item with a taxonomy field in tags display returns a 400 error indicating a payload or schema validation issue during POST.,,,,,,,
9362,OrchardCore,https://github.com/OrchardCMS/OrchardCore/issues/9362,Authentication and Token Management Errors,ImpliedBy permissions are not honored during token-based access resulting in unexpected 403 Forbidden responses.,,,,,,,
9508,OrchardCore,https://github.com/OrchardCMS/OrchardCore/issues/9508,Schema and Payload Validation Errors in POST APIs,"API request with application/json Content-Type is rejected with an ""Incorrect Content Type"" error when validating reCaptcha.",,,,,,,
10190,OrchardCore,https://github.com/OrchardCMS/OrchardCore/issues/10190,Authentication and Token Management Errors,Access token retrieval fails when using email instead of username indicating an authentication endpoint issue.,,,,,,,
11953,OrchardCore,https://github.com/OrchardCMS/OrchardCore/issues/11953,Middleware Integration Failures in REST APIs,"An InvalidOperationException occurs because the responseWrite scripting method writes to the response before the MVC pipeline finishes, causing a conflict in middleware response handling.",,,,,,,
13671,OrchardCore,https://github.com/OrchardCMS/OrchardCore/issues/13671,Environment-Specific Behavior and Configuration Bugs,The API endpoints in the OpenID configuration do not reflect the configured Authority/Issuer when it differs from the current host indicating a configuration-dependent behavior bug.,,,,,,,
15381,OrchardCore,https://github.com/OrchardCMS/OrchardCore/issues/15381,Authentication and Token Management Errors,Admin user with valid OAuth2 token is unable to access API endpoints and receives 401 unauthorized despite successful authentication.,,,,,,,
999,outline-server,https://github.com/Jigsaw-Code/outline-server/issues/999,Query Filter and Search Parameter Handling Errors,Outline manager only lists 20 DigitalOcean droplets indicating a likely issue with query parameters or pagination handling in the API.,,,,,,,
1499,outline-server,https://github.com/Jigsaw-Code/outline-server/issues/1499,Schema and Payload Validation Errors in POST APIs,The API documentation incorrectly specifies the path for creating a key with a specific id which can lead to malformed requests not matching the expected schema.,,,,,,,
1964,plane,https://github.com/makeplane/plane/issues/1964,Volume and File Upload/Access Errors,Image uploads to the API fail with a 400 error despite correct file format and size and S3 storage configuration.,,,,,,,
1998,plane,https://github.com/makeplane/plane/issues/1998,Volume and File Upload/Access Errors,Issue occurs specifically when multiple images are attached indicating a problem with file upload or attachment handling logic.,,,,,,,
2152,plane,https://github.com/makeplane/plane/issues/2152,Authentication and Token Management Errors,"User cannot log in after updating and changing configuration, indicating a failure in authentication or token endpoint handling.",,,,,,,
2322,plane,https://github.com/makeplane/plane/issues/2322,Authentication and Token Management Errors,After updating to 0.13 the user cannot log in and receives repeated 401 errors on /api/users/me/ indicating authentication or token validation is failing.,,,,,,,
2329,plane,https://github.com/makeplane/plane/issues/2329,Environment-Specific Behavior and Configuration Bugs,Invitation link contains localhost indicating environment-specific misconfiguration in generated URLs.,,,,,,,
2529,plane,https://github.com/makeplane/plane/issues/2529,Volume and File Upload/Access Errors,"The user receives a ""File too large"" error when uploading a small file indicating a failure in file upload handling or file size detection.",,,,,,,
13824,podman,https://github.com/containers/podman/issues/13824,Environment-Specific Behavior and Configuration Bugs,"podman stats fails with ""Link not found"" only when run as root across multiple Linux distributions indicating environment-specific behavior.",,,,,,,
13831,podman,https://github.com/containers/podman/issues/13831,Volume and File Upload/Access Errors,The API build fails because it cannot find the Dockerfile or Containerfile at the expected file path during the remote build process.,,,,,,,
13986,podman,https://github.com/containers/podman/issues/13986,Query Filter and Search Parameter Handling Errors,The API rejects valid status filter values like removing and restarting resulting in incorrect query parameter handling.,,,,,,,
14208,podman,https://github.com/containers/podman/issues/14208,Environment-Specific Behavior and Configuration Bugs,Podman API incorrectly returns HTTP 500 instead of the expected HTTP 409 on image conflict which breaks compatibility with Docker API clients.,,,,,,,
14291,podman,https://github.com/containers/podman/issues/14291,Environment-Specific Behavior and Configuration Bugs,Podman's Docker-compatible REST API fails to start containers from previously pulled images due to a configuration setting that enforces Docker Hub checks which does not occur in Docker.,,,,,,,
14498,podman,https://github.com/containers/podman/issues/14498,Container and Resource Quota Handling Errors,The stats API endpoint returns a 409 error instead of empty stats when querying a container in the created state indicating improper handling of container lifecycle states for resource reporting.,,,,,,,
14647,podman,https://github.com/containers/podman/issues/14647,Environment-Specific Behavior and Configuration Bugs,Content-Type header is incorrectly set to text/plain instead of application/json only when the container list is empty indicating environment-specific response behavior.,,,,,,,
14674,podman,https://github.com/containers/podman/issues/14674,Environment-Specific Behavior and Configuration Bugs,The issue occurs when inspecting containers with multiple network interfaces in a specific network namespace configuration resulting in incorrect netmask values in the API response.,,,,,,,
14676,podman,https://github.com/containers/podman/issues/14676,Container and Resource Quota Handling Errors,Podman remote stats API reports incorrect memory limit for containers when using crun runtime indicating a failure in configuring or enforcing container memory limits.,,,,,,,
15430,podman,https://github.com/containers/podman/issues/15430,Environment-Specific Behavior and Configuration Bugs,Podman system service fails to handle expected TCP connection syntax consistently with podman-remote leading to unexpected behavior in specific configuration scenarios.,,,,,,,
15476,podman,https://github.com/containers/podman/issues/15476,Container and Resource Quota Handling Errors,"The API does not support the --userns=auto container runtime setting while the CLI does, leading to inconsistent container namespace configuration.",,,,,,,
15485,podman,https://github.com/containers/podman/issues/15485,Environment-Specific Behavior and Configuration Bugs,Podman’s REST API emits different image removal events than Docker in the same workflow indicating inconsistent API behavior across environments.,,,,,,,
15720,podman,https://github.com/containers/podman/issues/15720,Volume and File Upload/Access Errors,RefCount for volumes in the REST API always returns 1 regardless of actual usage indicating incorrect volume usage tracking.,,,,,,,
15765,podman,https://github.com/containers/podman/issues/15765,Container and Resource Quota Handling Errors,The REST API returns an invalid memory limit value for containers instead of the actual configured resource quota.,,,,,,,
15828,podman,https://github.com/containers/podman/issues/15828,Query Filter and Search Parameter Handling Errors,The API does not return the correct 404 status when the fromImage query parameter references a nonexistent image.,,,,,,,
16150,podman,https://github.com/containers/podman/issues/16150,Schema and Payload Validation Errors in POST APIs,Podman sends a malformed manifest with an invalid rootfs type field causing schema validation failure and a 500 error from Quay.,,,,,,,
16856,podman,https://github.com/containers/podman/issues/16856,Environment-Specific Behavior and Configuration Bugs,The issue occurs with Podman's attach API where log message formatting is incorrect before attachment under a specific version and environment configuration.,,,,,,,
16857,podman,https://github.com/containers/podman/issues/16857,Query Filter and Search Parameter Handling Errors,"Podman events API does not recognize the Docker-style ""die"" event filter causing filtered queries to return no results.",,,,,,,
17204,podman,https://github.com/containers/podman/issues/17204,Environment-Specific Behavior and Configuration Bugs,Test intermittently fails on specific Fedora environment with attach API returning empty content instead of expected output.,,,,,,,
17341,podman,https://github.com/containers/podman/issues/17341,Middleware Integration Failures in REST APIs,Podman API server fails to handle Docker-compatible network listing requests during container removal leading to errors when used with Docker clients or CI tools like Gitlab Runner.,,,,,,,
17524,podman,https://github.com/containers/podman/issues/17524,Environment-Specific Behavior and Configuration Bugs,"The API response for the ""Titles"" field returns a single string instead of an array only when accessed via the podman socket in a specific environment and version.",,,,,,,
17542,podman,https://github.com/containers/podman/issues/17542,Query Filter and Search Parameter Handling Errors,The API fails to handle negative timeout query parameters as allowed by the Docker spec resulting in a parameter parsing error.,,,,,,,
17585,podman,https://github.com/containers/podman/issues/17585,Environment-Specific Behavior and Configuration Bugs,Podman REST API returns HTTP 500 instead of Docker's HTTP 409 when creating an existing network causing compatibility issues with tools expecting Docker behavior.,,,,,,,
17763,podman,https://github.com/containers/podman/issues/17763,Environment-Specific Behavior and Configuration Bugs,Podman’s REST API omits the image tag in the /history endpoint response while Docker returns it under the same environment and API version.,,,,,,,
17778,podman,https://github.com/containers/podman/issues/17778,Schema and Payload Validation Errors in POST APIs,Podman rejects POST requests with a string value for the pull field that Docker accepts due to stricter schema validation.,,,,,,,
17869,podman,https://github.com/containers/podman/issues/17869,Schema and Payload Validation Errors in POST APIs,"The API response uses ""Id"" instead of the expected ""id"" field causing schema incompatibility with clients expecting the correct field name.",,,,,,,
18041,podman,https://github.com/containers/podman/issues/18041,Environment-Specific Behavior and Configuration Bugs,Test failures occur intermittently on specific environments indicating a possible race condition or environment-specific issue with pod name reuse.,,,,,,,
18092,podman,https://github.com/containers/podman/issues/18092,Query Filter and Search Parameter Handling Errors,The API fails to return expected images when filtering by label using a specific filter format indicating incorrect handling of query filter parameters.,,,,,,,
18424,podman,https://github.com/containers/podman/issues/18424,Process Signal and Grouping Issues in Containerized APIs,ExecIDs incorrectly report as running long after the process has exited indicating a failure in tracking or updating process state within the container.,,,,,,,
18597,podman,https://github.com/containers/podman/issues/18597,Query Filter and Search Parameter Handling Errors,Podman API fails to respect the tag query parameter in /images/create resulting in incorrect image tagging.,,,,,,,
18751,podman,https://github.com/containers/podman/issues/18751,Environment-Specific Behavior and Configuration Bugs,API returns HTTP 200 on image push failure only when the private repository rejects the push indicating behavior changes based on environment configuration.,,,,,,,
19159,podman,https://github.com/containers/podman/issues/19159,Environment-Specific Behavior and Configuration Bugs,The API error message regression occurs after an upgrade to 4.6.0-rc1 indicating a change in behavior tied to a specific version or environment.,,,,,,,
19280,podman,https://github.com/containers/podman/issues/19280,Environment-Specific Behavior and Configuration Bugs,Unexpected random bytes are received over the podman socket only in the user's specific Arch Linux environment and setup.,,,,,,,
19368,podman,https://github.com/containers/podman/issues/19368,Process Signal and Grouping Issues in Containerized APIs,API returns incorrect status code when attempting to send a kill signal to a stopped container which is a process signal handling issue.,,,,,,,
20013,podman,https://github.com/containers/podman/issues/20013,Schema and Payload Validation Errors in POST APIs,"The API response does not conform to the expected Docker schema as it lacks a ""message"" key at the root level causing client compatibility issues.",,,,,,,
20375,podman,https://github.com/containers/podman/issues/20375,Environment-Specific Behavior and Configuration Bugs,"Podman's REST API returns a different and incorrect ""Size"" value compared to Docker for the same image history endpoint under the same environment.",,,,,,,
21754,podman,https://github.com/containers/podman/issues/21754,Schema and Payload Validation Errors in POST APIs,Podman rejects the Docker 25 CLI container create request due to differences in the NetworkingConfig.EndpointsConfig JSON structure leading to invalid config errors.,,,,,,,
22071,podman,https://github.com/containers/podman/issues/22071,Query Filter and Search Parameter Handling Errors,The API rejects the 'platform' query parameter due to invalid multi-arch syntax parsing in the request URL.,,,,,,,
22986,podman,https://github.com/containers/podman/issues/22986,Query Filter and Search Parameter Handling Errors,API returns a JSON unmarshalling error when an invalid query parameter -eo bar is provided to pod top.,,,,,,,
22989,podman,https://github.com/containers/podman/issues/22989,Environment-Specific Behavior and Configuration Bugs,Error message is missing only when using podman-remote indicating a behavioral difference between local and remote environments.,,,,,,,
23712,podman,https://github.com/containers/podman/issues/23712,Middleware Integration Failures in REST APIs,Podman compat API fails to send an immediate HTTP response for streaming endpoints causing client tools like Vector to timeout and stop monitoring.,,,,,,,
23981,podman,https://github.com/containers/podman/issues/23981,Schema and Payload Validation Errors in POST APIs,The issue reports that the API returns a list of strings instead of the expected list of lists of strings which is a payload structure mismatch.,,,,,,,
24152,podman,https://github.com/containers/podman/issues/24152,Environment-Specific Behavior and Configuration Bugs,Issue occurs when running podman info remotely via TCP with systemd socket activation indicating a configuration-specific failure in URL parsing.,,,,,,,
24632,podman,https://github.com/containers/podman/issues/24632,Environment-Specific Behavior and Configuration Bugs,"The stats API endpoint returns a 500 error only in rootless mode with cgroups disabled, indicating the failure is specific to certain environment and configuration settings.",,,,,,,
24886,podman,https://github.com/containers/podman/issues/24886,Schema and Payload Validation Errors in POST APIs,API request fails with 500 error because the JSON payload includes -1 for a field defined as uint64 which cannot accept negative values.,,,,,,,
25026,podman,https://github.com/containers/podman/issues/25026,Environment-Specific Behavior and Configuration Bugs,CreateCommand in container config shows unexpected values when container is created via API rather than CLI indicating environment-specific behavior.,,,,,,,
25881,podman,https://github.com/containers/podman/issues/25881,Container and Resource Quota Handling Errors,In rootless mode the REST API fails to enforce ulimit settings for containers even though the CLI applies them correctly.,,,,,,,
275,redash,https://github.com/getredash/redash/issues/275,"Session, Token, and Account Lifecycle Management Errors",User does not receive feedback on failed login attempts indicating an issue with the login session handling.,,,,,,,
655,redash,https://github.com/getredash/redash/issues/655,Query Filter and Search Parameter Handling Errors,Adding an empty query to a dashboard causes a crash indicating improper handling of empty or invalid query parameters.,,,,,,,
785,redash,https://github.com/getredash/redash/issues/785,Schema and Payload Validation Errors in POST APIs,"API request fails because the ""groups"" field receives a string value ""admin"" instead of an expected integer causing a database error.",,,,,,,
1259,redash,https://github.com/getredash/redash/issues/1259,"Session, Token, and Account Lifecycle Management Errors",User is unable to log out when using only Google Apps SSO indicating a problem with session termination and account lifecycle management.,,,,,,,
1432,redash,https://github.com/getredash/redash/issues/1432,Query Filter and Search Parameter Handling Errors,The API fails with a 414 error because excessive query parameters are sent in the URL when deleting a visualization with many series.,,,,,,,
1439,redash,https://github.com/getredash/redash/issues/1439,Runtime and Dependency Errors,The API throws a TypeError due to attempting to iterate over a NoneType in the dashboard layout processing code.,,,,,,,
1447,redash,https://github.com/getredash/redash/issues/1447,Environment-Specific Behavior and Configuration Bugs,Enabling REDASH_MULTI_ORG configuration causes asset requests to be misinterpreted as organization slugs resulting in runtime errors.,,,,,,,
1824,redash,https://github.com/getredash/redash/issues/1824,Runtime and Dependency Errors,The API fails with an AttributeError because the ApiUser object lacks the expected email attribute during runtime.,,,,,,,
