issue_url,patched_file_types,text_for_topic_modeling,topic
https://github.com/Dolibarr/dolibarr/issues/31015," other-file ,other-file , other-file",payment api since upgrade bug hello since upgrade payment invoice api getting message bad payment incorrect datetime value column llx paiement datep row api invoices class php call stage stages success get route negotiate authenticate validate failure call message changed since months calldoapi post invoices facid payments json encode array datepaye time paymentid closepaidinvoices yes accountid time returns expected value tried another value getting bad invalid value specified datepaye expecting unix timestamp function called paymentobj datepaye dol stringtotime datepaye paymentobj datepaye datepaye environment php environment database mariadb steps reproduce behavior expected behavior see attached files response,5
https://github.com/Dolibarr/dolibarr/issues/32072," other-file ,other-file , other-file",put method value extra fields shipments module bug put shipments method rest api extra fields contained array options successfull api call environment php environment database mysql mariadb mariadb maria deb steps reproduce behavior expected behavior body image https github user attachments assets response body image https github user attachments assets normal field works body image https github user attachments assets response body image https github user attachments assets dafe aedc use put products method also works fine body image https github user attachments assets response body image https github user attachments assets acc looks like products api handle array options https github blob develop htdocs product class api products class php shipment api https github blob develop htdocs expedition class api shipments class php attached files response,5
https://github.com/Dolibarr/dolibarr/issues/26881,other-file,rest api thirparties setlevelprice bug api thirparties setlevelprice work solution api thirdparties class php correct url put setpricelevel url put setpricelevel pricelevel api environment environment response environment web server response environment php response environment database response environment url response expected actual behavior response steps reproduce behavior response attached files response,5
https://github.com/Dolibarr/dolibarr/issues/23790,other-file,bug rest api mos produceandconsume possible consume specific molines bug implementation doest correspond function need feedback revise function environment environment response environment web server response environment php response environment database response environment url response expected actual behavior expected behavior like behavior api image https user images githubusercontent aba png rest call inventorylabel production inventorycode autoclose arraytoconsume objectid qty warehouse arraytoproduce actual behavior rest call returns internal server problems value arraytoconsume arraytoproduce api make automatic consum produce molines crashing stockvalue lower expected qty moline objectid linked product wrong need link moline set value arraytoconsume arraytoproduce api function generate new moline current implementation api function make produce consume steps reproduce behavior response attached files response,5
https://github.com/Dolibarr/dolibarr/issues/33689," other-file ,other-file , other-file",api supplierorders post lines working bug mdeweerd ede function post api supplier order class php modified beginning check mandatory fields data validate data previously result validate data breaks function import lines order develop environment php response environment database response steps reproduce behavior expected behavior response attached files response,5
https://github.com/Dolibarr/dolibarr/issues/30950,"other-file , other-file",bad ref supplier invoice created rest api invoice template bug supplier invoice created rest api invoice template always end ref environment php response environment database response steps reproduce behavior expected behavior create invoice template call api body json date fac rec ref supplier ref socid attached files response,5
https://github.com/Dolibarr/dolibarr/issues/29594," other-file ,other-file , other-file",rest api put contacts called notrigger bug currently api endpoint contact bypasses triggers notrigger true put endpoints thirdparty instance contract bom proposal anything made modulebuilder etc edit wrong thirdparty societe parameter call trigger notrigger usually case parameter call trigger endpoint put contacts copy pasted third party api could explain detail easy overlook good example assume purpose find reason inconsinstent notrigger updating creating objects others developing feature triggers information whenever contact created updated notrigger make work apis develop environment php environment database response steps reproduce behavior expected behavior implement triggers contact modify contact create let say concatenate elloworld lastname contact create contact lastname interface name helloworld edit contact lastname interface name helloworld create contact lastname api post contacts name helloworld contact lastname api put contacts still attached files response,5
https://github.com/Dolibarr/dolibarr/issues/24661," other-file ,other-file , other-file",start end date contract lines available api anymore bug contract start end dates contract lines exposed api anymore cleaned https github blob htdocs contrat class api contracts class php environment environment response environment web server response environment php response environment database response environment url api index php contracts expected actual behavior start end dates individual contract lines included api response fields date start date start real date end date end real apparently changed legacy field names permanently removed would expect dates continue sent api particularly sensitive steps reproduce behavior response attached files response,5
https://github.com/Dolibarr/dolibarr/issues/29439," other-file , database-file ,other-file , other-file",api get documents return information bug use api retrive share link invoices tests seemed know get documents returned content consistent exampel api explorer get api index php documents modulepart invoice name pdf path var documents facture level name relativename pdf fullname var documents facture pdf date size type label xxxxxxxxxx entity filename pdf filepath facture fullpath orig description keywords cover null position gen uploaded generated extraparams null date date user user null acl null object type facture object ref share xxxxxxxxxxxx get api index php documents modulepart invoice name pdf path var documents facture level name relativename pdf fullname var documents facture pdf date size type webui share link example get could lead difference behaviour regards environment php environment database mariadb steps reproduce behavior expected behavior response attached files response edit close solution found know exactly solve maybe two bugs one htdocs api class api documents class php function call fetchall htdocs ecm class ecmfiles class php sql built use like condition case looking invoice object exists different objects multiple lines return maybe bug like facture also returns facture fourn type example multiple lines returned fetchall invloved result ecmfile fetchall array object type objecttype object object result throw new restexception retrieve ecm list lasterror elseif array ecmfile lines count ecmfile lines count count filearray count filearray name ecmfile lines filename filearray array filearray array ecmfile lines seems able healthy manage case debuged filearray name ecmfile lines filename never triggered still searching solution part bug edit solved filearray name ecmfile lines filename filearray array filearray array ecmfile lines replaced foreach ecmfile lines filearray name filename filearray array filearray array allows scan files returned ecmfiles filearray filenames match,5
https://github.com/Dolibarr/dolibarr/issues/31677,"other-file , other-file",bug api missing bomline defaultworkstationid bug defaultworkstationid implemented api environment php response environment database response steps reproduce behavior expected behavior response attached files response,5
https://github.com/Dolibarr/dolibarr/issues/32111,"other-file , other-file",impossible set date payment api bug htdocs compta facture class api invoices class php paymentobj datepaye dol stringtotime datepaye expects date string instead timestamp give date string get response api message bad invalid value specified datepaye expecting unix timestamp possible workaround patched paymentobj datepaye int datepaye know checked part sending date string instead timestamp whatever write way date string timestamp use addressed future thanks environment php environment database response steps reproduce behavior expected behavior use api created payment attached files response,5
https://github.com/Dolibarr/dolibarr/issues/24780," other-file ,other-file , other-file",serialization custom field bug attempt custom field facture card unhandled updated ubuntu php pgsql custom field simple boolean working bunch apache log may php pid client php fatal uncaught exception serialization pgsql connection allowed opt htdocs core functions php nstack trace opt htdocs core functions php serialize opt htdocs compta facture card php dol clone thrown opt htdocs core functions php referer https myowidolibarr compta facture card php action edit extras token hiddentoken attribute quickbooks ignorecollapsesetup environment environment ubuntu lts environment web server apache environment php php environment database postgresql environment url compta facture card php expected actual behavior expected behaviour refresh page updated custom field box checked case actual behaviour submit single custom field see browser steps reproduce behavior pre requisite boolean custom field invoice card create invoice without filling custom field created validated click pen near custom field enable input custom field click showtime attached files concern quickbooks field img width alt image https github assets bed img width alt image https github assets bdd dfb,5
https://github.com/Dolibarr/dolibarr/issues/25929," other-file ,other-file , other-file",api proposals class php bug call endpoint api index php proposals xxxxx lines without sql filter generate exception htdocs comm propal class api proposals class php say propal getlinesarray sql sql set would set empty sqlfilters environment environment ubuntu environment web server nginx environment php environment database mariadb environment url response expected actual behavior fastcgi sent stderr php message php warning undefined variable sql xxxxx htdocs comm propal class api proposals class php reading response header upstream client xxx xxx xxx server xxxxxxxt get api index php proposals nnnnn lines http upstream fastcgi unix php php fpm sock host xxxxxxx steps reproduce behavior curl get header accept application json header dolapikey xxxxxx https xxxxxxx api index php proposals nnnnnn lines attached files response,5
https://github.com/Dolibarr/dolibarr/issues/32096,"other-file , other-file",linkedobjectsids null search bug api return null linkedobjectsids field search querying order directly returns references correctly environment php environment database mysql mariadb mariadb maria deb steps reproduce behavior expected behavior result get http api index php orders sqlfilters ref like json module null entity import key null array options array languages null contacts ids linkedobjectsids null canvas null project null contact null user null origin type null origin null ref result get http api index php orders json module null entity import key null array options array languages null contacts ids linkedobjectsids shipping canvas null project null contact null user null origin type null origin null ref attached files response,5
https://github.com/Dolibarr/dolibarr/issues/23179,"other-file , other-file",bug products rest api notes private public property bug products rest call updateing notes environment beta environment response environment web server response environment php response environment database response environment url response expected actual behavior response steps reproduce behavior image https user images githubusercontent png see response body note public note private old values avalible attached files response,5
https://github.com/Dolibarr/dolibarr/issues/29292," other-file , test-file , test-file,other-file ",colon char breaking sqlfilters search bug http local api index php orders sortfield rowid sortorder asc limit sqlfilters ref client sqlfilters ref client make everything breaks filter find order client ref lavionjaune htrh mathis understand works strange environment php environment database mariadb steps reproduce behavior expected behavior call api api index php orders sortfield rowid sortorder asc limit sqlfilters ref client general ref client attached files response,5
https://github.com/Dolibarr/dolibarr/issues/30161,other-file,ticket api endpoints working getbyref getbytrackid bug api endpoints ticket module getbyref getbytrackid working always returns specimen ticket even provided known ref track lies api tickets class php getcommon function calls php private function getcommon track ref dolibarrapiaccess user hasright ticket read throw new restexception track ref throw new restexception wrong parameters result ticket initasspecimen else result ticket fetch ref track result throw new restexception ticket found php public function getbyref ref return getcommon ref public function getbytrackid track return getcommon track since always condition always true cases never fetch ticket provided property condition check lack ref track order return specimen ticket diff empty ref empty track environment php response environment database response steps reproduce behavior expected behavior ticket module api module enabled create one tickets open api explorer endpoints existing ref non existing ref attached files response,5
https://github.com/Dolibarr/dolibarr/issues/23415," other-file ,other-file , other-file",rest bom api able wrong value ref field bug able wrong value ref field adding updating bom environment environment response environment web server response environment php php environment database response environment url response expected actual behavior actual behavior problems bom api status draft status ref prov currently ref field required use nextnum generator expected behavior ref set create status draft create ref prof ref set create status grater create ref number generator ref set use value rest call steps reproduce behavior response attached files response,5
https://github.com/Dolibarr/dolibarr/issues/31369," other-file ,other-file , other-file",bug date solde taken creating bank account via api bug hello able create bank account via api although initialising solde value works initialising date solde results solde initial date today always image https github user attachments assets cece looked htdocs compta bank class api bankaccounts class php account date solde time checked hardcoding setting account date solde value desired effect instead retrieving date solde api call always set account date solde date right replaced account date solde time isset data date solde account date solde checkvalforapi date solde data date solde account else account date solde time works properly environment php response environment database response steps reproduce behavior expected behavior response attached files response,5
https://github.com/Dolibarr/dolibarr/issues/23345," other-file ,other-file , other-file",api get shipment return informations bug call host api index php shipments sortfield rowid sortorder asc limit responds information security respond contains lines origin origin expedition qty qty shipped product detail batch type mysqli environment environment debian environment web server apache debian environment php deb environment database mariadb mariadb deb environment url api index php shipments expected actual behavior response steps reproduce behavior curl get header accept application json header dolapikey passkey host api index php shipments shipment include product serial number attached files response,5
https://github.com/Dolibarr/dolibarr/issues/29115,"other-file , other-file",api put call product extra fields bug unexpected behavior put method upon updating product extra fields environment php environment database mariadb mariadb cll lve steps reproduce behavior expected behavior trying call product put method extra field product extrafield checkbox underlined api must uncheck box image https github assets cbd api body image https github assets call checkbox unchecked right however previously set values extra fields gone note extra fields lose values seems fields default value defined extrafield settings lose values fact default value settings regardless set defined api schema image https github assets dbd obviously standard fields affected changing unless defined schema loosing values attached files response,5
https://github.com/Dolibarr/dolibarr/issues/33949,"other-file , other-file",bug default value changed updating extrafield api bug bug default value changed updating extrafield put api endpoint api index php setup extrafields projet call action data type varchar label call action size default begin registration unique required pos alwayseditable list printable totalizable get api endpoint http localhost api index php setup extrafields projet call action get reply default value null projet call action type varchar label call action size elementtype projet default null computed null unique required param pos alwayseditable perms null list printable totalizable langs null help null css null cssview null csslist null user user modif datec tms alpha environment php official docker devel image environment database mariadb latest steps reproduce behavior expected behavior response attached files response,5
https://github.com/seaweedfs/seaweedfs/issues/1776,source-file,return delete nonexistent describe bug amazon api specification states delete non existing return http status http content described https docs aws amazon amazons latest api api deleteobject html currently implementation returns found system setup list command start weed server config config json dir minio weed volume max centos output weed linux amd expected behavior follow amazon api specification return http status issuing delete non existing important compatibility applications expecting behavior additional context stumbled upon attempting use pgbackrest https pgbackrest postgres backup software configured api storage performing regular backup pgbackrest would almost finish end exception common http httprequestresponse reason found header accept ranges bytes content length content type application xml date feb gmt server amz contentchunked false contentsize contentremaining closeoncontenteof false contentexists true contenteof true contentcached true common exit exitsafe result true signaltype http failed found uri query pgbackrest backup latest headers authorization redacted content length host seaweed backup vip redacted amz content sha afbf amz date redacted response headers accept ranges bytes content length content type application xml date feb gmt server amz response content xml encoding utf nosuchkey message specified key exist message resource pgbackrest backup latest resource requestid requestid searching came pgbackrest bug https github pgbackrest pgbackrest issues details implementation returning delete think stems incorrectly stated api return case please let know provide additional information,3
https://github.com/seaweedfs/seaweedfs/issues/1064,source-file,seaweed list buckets sponsors via patreon https www patreon describe bug gateway python boto trying list buckets getting kwrgs endpoint url http default svc cluster local aws access key accesskey aws secret access key secretkey import boto cli boto client kwrgs cli list buckets traceback recent call last stdin module local python site packages botocore client api call return self make api call operation name kwargs local python site packages botocore client make api call raise class parsed response operation name botocore exceptions clienterror occurred internalerror calling listbuckets operation reached max retries encountered internal please found errors gateway config reading security toml config reading config security found root etc start seaweed api server http port filer util read directory directory buckets limit api handlers status application xml xml encoding utf internalerror message encountered internal please message resource resource requestid requestid filer util read directory directory buckets limit api handlers status application xml xml encoding utf internalerror message encountered internal please message resource resource requestid requestid filer util read directory directory buckets limit api handlers status application xml xml encoding utf internalerror message encountered internal please message resource resource requestid requestid filer util read directory directory buckets limit api handlers status application xml xml encoding utf internalerror message encountered internal please message resource resource requestid requestid filer util read directory directory buckets limit api handlers status application xml xml encoding utf internalerror message encountered internal please message resource resource requestid requestid fyi weed shell return colletion list tree without cmd list buckets put working cli put object bucket key body output responsemetadata requestid hostid httpstatuscode httpheaders accept ranges bytes etag bcd cade amz date sep gmt content length retryattempts etag bcd cade system setup list command start weed weed volume weed filer weed weed mount weed port filer dir buckets buckets filer filer default weed port mdir data bind volumesizelimitmb defaultreplication peers weed volume port dir data max bind read redirect true mserver weed filer port dirlistlimit ubuntu lts output weed linux amd filer show content filer toml sample toml config filer store used weed filer weed server filer memory local memory mostly testing purpose enabled false leveldb local disk mostly simple single machine setup fairly scalable enabled false dir data directory store level files leveldb local disk mostly simple single machine setup fairly scalable enabled true dir data filerldb directory store level files multiple filers shared storage fairly scalable mysql create table exists filemeta dirhash bigint comment first bits hash value directory field name varchar comment directory name directory text comment full path parent directory meta blob primary key dirhash name default charset utf enabled false hostname localhost port username root password database create use existing database connection max idle connection max open postgres create table exists filemeta dirhash bigint name varchar directory varchar meta bytea primary key dirhash name enabled false hostname localhost port username postgres password database create use existing database sslmode disable connection max idle connection max open cassandra create table filemeta directory varchar name varchar meta blob primary key directory name clustering order name asc enabled false keyspace hosts localhost redis enabled false address localhost password redis cluster enabled false addresses localhost localhost localhost localhost localhost localhost expected behavior list buckets bucket python boto,-1
https://github.com/seaweedfs/seaweedfs/issues/1838," other-file , source-file,other-file , source-file ",http superfluous response writeheader describe bug http superfluous response writeheader raft server current leader per masterclient filer masterclient failed receive fast fast direct service dcix consul rpc unavailable desc transport closing http superfluous response writeheader call github chrislusf weed server processrangerequest common filer server handlers write failing assign failed parse server hostname port format common response method put url buckets registry docker registry repositories credits admin uploads hashstates sha httpstatus json failed parse server hostname port format api object handlers upload filer failed parse server hostname port format http superfluous response writeheader call github chrislusf weed server processrangerequest common http superfluous response writeheader call github chrislusf weed server processrangerequest common https github chrislusf blob weed server common expected behavior automatic recovery loss content api returns codes need return,3
https://github.com/seaweedfs/seaweedfs/issues/5155," source-file,source-file , source-file ",api missing versionconfiguration node get bucket versioning response feature introduced https github describe bug aws cli get bucket versioning return results due malformed response running see response body missing versionconfiguration node aws endpoint url http localhost api get bucket versioning bucket mybucket mainthread urllib connectionpool starting new http connection localhost mainthread urllib connectionpool http localhost get mybucket versioning http mainthread botocore parsers response headers accept ranges bytes content length content type application xml server amz date jan gmt mainthread botocore parsers response body status suspended status system setup running large disk container image command weed server iam weed linux amd expected behavior default response status suspended aws endpoint url http localhost api get bucket versioning bucket mybucket status suspended,-1
https://github.com/seaweedfs/seaweedfs/issues/1808,source-file,jwt wrong jwt describe bug getting wrong jwt users lennie curl http dir lookup volumeid read yes http authorization bearer eyjhbgcioijiuzi niisinr cci ikpxvcj eyjmawqioiiilcjlehaioje mtm mti ndn axgun tszlfwfzqniuyqqxdcmbptxvnfpdk content type application json date feb gmt content length volumeid locations url publicurl volume query users lennie curl http authorization bearer eyjhbgcioijiuzi niisinr cci ikpxvcj eyjmawqioiiilcjlehaioje mtm mti ndn axgun tszlfwfzqniuyqqxdcmbptxvnfpdk http unauthorized content type application json server volume date feb gmt content length wrong jwt read https github chrislusf issues one server time correct system get jwt token curl http dir lookup volumeid read yes jwt response authorization bearer eyjhbgcioijiuzi niisinr cci ikpxvcj eyjmawqioiiilcjlehaioje mtm mtm mtn vfbcvhehbmhmxwzrtpzotysu dqwtkgs vaopdliwy authorization bearer eyjhbgcioijiuzi niisinr cci ikpxvcj eyjmawqioiiilcjlehaioje mtm mtm mtd ypl dnuw karmwiap xlqdykan nhhnyury authorization bearer eyjhbgcioijiuzi niisinr cci ikpxvcj eyjmawqioiiilcjlehaioje mtm mtm mjb cruazyfbcedu dokae rjpw fpjp pok authorization bearer eyjhbgcioijiuzi niisinr cci ikpxvcj eyjmawqioiiilcjlehaioje mtm mtm mjf mrjq wtxu jnfpakigijp cgrodim tows prda underscore dash base encoded values question get underscores running ubuntu lts weed linux amd starting whit command weed mdir home raid seaweed mastershare bind port log util folder home raid seaweed mastershare permission rwxr current peers server volume size limit server adminscripts start seaweed raft server starting raftserver raft server current cluster leader start seaweed grpc server masterclient existing leader found raft server initializing new cluster server leader event server becomes leader grpc server client filer masterclient redirected leader grpc server client node topo adds child soder node topo soder adds child node topo soder adds child grpc server added volume server volume layout volume becomes writable volume layout volume becomes writable volume layout volume becomes writable volume layout volume becomes writable volume layout volume becomes writable volume layout volume becomes writable volume layout volume becomes writable volume layout volume becomes writable volume layout volume becomes writable volume layout volume becomes writable volume layout volume becomes writable volume layout volume becomes writable volume layout volume becomes writable volume layout volume becomes writable grpc server see new volume grpc server see new volume grpc server see new volume grpc server see new volume grpc server see new volume grpc server see new volume grpc server see new volume grpc server see new volume grpc server see new volume grpc server see new volume grpc server see new volume grpc server see new volume grpc server see new volume grpc server see new volume grpc server send filer url public url new vids new vids new vids new vids new vids new vids new vids new vids new vids new vids new vids new vids new vids new vids data center soder grpc server send url public url new vids new vids new vids new vids new vids new vids new vids new vids new vids new vids new vids new vids new vids new vids data center soder volume starting whit command root spinky home raid seaweed weed volume max bind port mserver dir home raid seaweed voltesting datacenter soder rack log util folder home raid seaweed voltesting permission rwxr volume loading loading index home raid seaweed voltesting idx memory volume loading loading index home raid seaweed voltesting filestorage idx memory volume loading loading index home raid seaweed voltesting idx memory volume loading loading index home raid seaweed voltesting idx memory volume loading loading index home raid seaweed voltesting idx memory volume loading loading index home raid seaweed voltesting idx memory volume loading loading index home raid seaweed voltesting idx memory volume loading loading index home raid seaweed voltesting idx memory disk location data home raid seaweed voltesting dat replicaplacement size ttl disk location data home raid seaweed voltesting dat replicaplacement size ttl volume loading loading index home raid seaweed voltesting filestorage idx memory disk location data home raid seaweed voltesting dat replicaplacement size ttl disk location data home raid seaweed voltesting filestorage dat replicaplacement size ttl volume loading loading index home raid seaweed voltesting filestorage idx memory volume loading loading index home raid seaweed voltesting filestorage idx memory volume loading loading index home raid seaweed voltesting filestorage idx memory volume loading loading index home raid seaweed voltesting filestorage idx memory disk location data home raid seaweed voltesting dat replicaplacement size ttl volume loading loading index home raid seaweed voltesting filestorage idx memory disk location data home raid seaweed voltesting dat replicaplacement size ttl disk location data home raid seaweed voltesting dat replicaplacement size ttl disk location data home raid seaweed voltesting dat replicaplacement size ttl disk location data home raid seaweed voltesting filestorage dat replicaplacement size ttl disk location data home raid seaweed voltesting filestorage dat replicaplacement size ttl disk location data home raid seaweed voltesting filestorage dat replicaplacement size ttl disk location data home raid seaweed voltesting filestorage dat replicaplacement size ttl disk location data home raid seaweed voltesting filestorage dat replicaplacement size ttl disk location data home raid seaweed voltesting filestorage dat replicaplacement size ttl disk location store started dir home raid seaweed voltesting volumes max disk location store started dir home raid seaweed voltesting shards volume grpc client volume server start seed nodes volume start seaweed volume server volume grpc client heartbeat log volume wrong jwt common response method get url httpstatus json wrong jwt common response method get url httpstatus json wrong jwt common response method get url httpstatus json wrong jwt common response method get url httpstatus json wrong jwt security toml syntax put one location descending priority security toml home security toml etc security toml read volume server filer jwt signing key read volume server jwt defaults expire seconds jwt signing key notshowntothepublic expires seconds seconds default jwt read supported volume setup filer mode jwt signing read key notshowntothepublic expires seconds seconds volume server also uses grpc secured grpc tls authentications mutual values following cert key paths perm files host name checked perm files shared grpc home certstrap certstrap smtcertauth crt grpc volume cert home certstrap certstrap volume crt key home certstrap certstrap volume key grpc cert home certstrap certstrap crt key home certstrap certstrap key grpc filer cert home certstrap certstrap filer crt key home certstrap certstrap filer key use place needs grpc client weed backup benchmark filer copy filer replicate mount upload grpc client cert home certstrap certstrap client crt key home certstrap certstrap client key turn security jwt server working perfect save show delete object,4
https://github.com/seaweedfs/seaweedfs/issues/2039,source-file,unexpected response get call non existent bucket describe bug running get nonexistent bucket acl number libraries use bucket exist call returns listbucketresult according api docs return accesscontrolpolicy least nonexistent resource system setup docker chrislusf server nneul optic curl http localhost nonexistent bucket acl xml encoding utf listbucketresult xmlns http amazonaws name nonexistent bucket name prefix prefix marker marker maxkeys maxkeys istruncated false istruncated listbucketresult expected behavior accesscontrolpolicy response even dummy empty policy document indicating handle due bucket,-1
https://github.com/seaweedfs/seaweedfs/issues/913," source-file,source-file , source-file ",allocating available volumes fails sponsors via patreon https www patreon describe bug tried allocate available volumes volumes allocated volumes threw able allocate last volumes successfully curl http seaweed vol grow collection count failed assign rpc unknown desc free space left curl http seaweed vol grow collection count volumes left enough curl http seaweed vol grow collection count count sorry get screen shots deleting volumes running got got different strangely see volumes allocated says volumes free volumes free curl http seaweed vol grow collection count failed assign rpc unavailable desc subconns transientfailure latest connection connection desc transport dialing dial tcp xxx connect connection refused strangely say volumes free image https user images githubusercontent png even though volume servers show total volumes image https user images githubusercontent png system setup filer one machine volume separate machines expected behavior allocating available volumes succeed counts make sense screenshots additional context,3
https://github.com/seaweedfs/seaweedfs/issues/543," source-file,source-file , source-file ",benchmark report dir assign need help set seaweadfs cluster works fine passed reads writes tests weed benchmark command reports found dir assign weed benchmark server writing benchmark writing http dir assign found writing http dir assign found tested http dir assign curl browser works well curl http dir assign fid afa url someurl publicurl someurl count use linux arm tar machine runs centos kernel elrepo thanks advance,3
https://github.com/seaweedfs/seaweedfs/issues/5213," source-file,source-file , source-file ",timeouts dirassign volume growth describe bug timeouts requesting dir assign system setup get issues start one local weed logdir var log mdir etc port metrics address defaultreplication volumepreallocate garbagethreshold volumesizelimitmb peers volume use different racks volumes local weed logdir var log volume index leveldb mserver dir volumes volumes lhhgs volumes cbe volumes aff volumes volumes volumes eeedca volumes cae volumes grvrd volumes kwegs volumes volumes volumes volumes ldtgs volumes volumes volumes volumes volumes volumes bcc volumes volumes volumes volumes volumes volumes volumes volumes volumes volumes volumes cfed volumes volumes volumes ccb max concurrentdownloadlimitmb concurrentuploadlimitmb hasslowread true readbuffersizemb compactionmbps rack store debian gnu linux bookworm linux store amd smp preempt dynamic debian gnu linux output weed aca fec linux amd filer masters volume servers metadata store expected behavior assign multiple keys single key leader expect timeouts normally get instant response sometimes every minutes get timeout like http dir assign collection nntp count replication also lower count sadly get noticed happens see following log entry server handlers dirassign volume growth collection nntp replication node ttl count unit looks always happens dirassign volume growth parallel constantly post requests directly volume servers store data thought work around use replication working started testing started also upgrades still see tested older versions additional context reproduce true curl max time http localhost dir assign collection nntp replication echo done get couple seconds minutes timeout also increase max time curl operation timed milliseconds bytes received moment see always volume growth message logging server handlers dirassign volume growth collection nntp replication node ttl count unit screen shot fcbe https github assets dec img width alt screenshot https github assets,3
https://github.com/seaweedfs/seaweedfs/issues/2583," test-file,source-file ",bug backward compatibility accesses jan auth credentials auth type jan handler status application xml xml encoding utf jan auth credentials user name cdn actions admin cdn action write jan handler status application xml xml encoding utf jan accessdenied message access denied message resource dce original resource requestid requestid key dce original key bucketname cdn bucketname,4
https://github.com/seaweedfs/seaweedfs/issues/1722," source-file,source-file , source-file ",gateway listobjects arbitrary prefix describe bug gateway listing objects arbitrary prefix system setup filer leveldb backend expected behavior calling get http bucket prefix arbitrary prefix always return files whose path starts arbitrary prefix matter whether arbitrary prefix actual directory actual behavior calling get http bucket prefix arbitrary prefix returns every single object bucket regardless prefix arbitrary prefix folder inside bucket additional context bit digging around seems actually two issues namepattern parameter passed listdirectoryentries weed filer filer search contain wildcard character end prefix prefix prefix caused list return every single making listdirectoryprefixedentries least leveldb backend seem work properly cannot figure yet really understand filer store design case simply return entry prefix match one files think related latest implements hash prefix based searching leveldb leveldb think https github chrislusf blob weed filer leveldb leveldb store needs continue instead break programs expect listobjects able list files arbitrary prefix work implementations including official service correctly,3
https://github.com/seaweedfs/seaweedfs/issues/93," documentation-file , source-file,source-file ",lots volume server handlers read nil errors production server log files deploy structure haproxy volume volume replication stratage always gets content via haproxy volume server running days get sometimes special fid check found one volume server different fid random different server always output following logs volume server handlers read nil volume server handlers read nil volume server handlers read nil volume server handlers read nil volume server handlers read nil volume server handlers read nil volume server handlers read nil volume server handlers read nil volume server handlers read nil means fid damaged could happened suggestions,3
https://github.com/seaweedfs/seaweedfs/issues/2648,source-file,store failed write local disk invalid argument describe bug logs upload content uploading http fast volume fast volume service dcdp consul ecebf unmarshalled http fast volume fast volume service dcdp consul ecebf failed write local disk invalid argument fast api store replicate failed write local disk invalid argument fast volume common response method post url ecebf httpstatus json name part size failed write local disk invalid argument etag fast volume system setup,3
https://github.com/seaweedfs/seaweedfs/issues/5864,source-file,webdav webdav service stops returned existing describe bug webdav service stops returned existing system setup expected behavior returning always return nothing additional context make server webdav option true curl http buckets warp benchmark bucket xyla sas diwkjopavnlg rnd grep http done crtl stop server got http http found logs filer grpc server lookupdirectoryentry buckets warp benchmark bucket xyla sas diwkjopavnlg rnd get buckets warp benchmark bucket xyla sas diwkjopavnlg rnd leveldb closed filer helper read buckets warp benchmark bucket xyla sas diwkjopavnlg rnd rpc unknown desc get buckets warp benchmark bucket xyla sas diwkjopavnlg rnd leveldb closed filer client read buckets warp benchmark bucket xyla sas diwkjopavnlg rnd nil lookupentry rpc unknown desc get buckets warp benchmark bucket xyla sas diwkjopavnlg rnd leveldb closed,3
https://github.com/seaweedfs/seaweedfs/issues/1036,source-file,existing fails even possible describe bug want perform updates existing files uploading data already existing fid first upload works following updates fail http system setup running linux weed mdir defaultreplication weed volume port mserver localhost dir volume max weed volume port mserver localhost dir volume max weed volume port mserver localhost dir volume max expected behavior would expect upload works like first maybe wrong existing possible way would assign new every delete old sequence client curl myfile http response size failed write replicas volume unexpected end json input unexpected end json input etag related console output volume common writing json name size etag status http req volume common writing json name size etag status http method response status allow body volume upload content failing read upload response http ttl type replicate upload content failing read upload response http ttl type replicate thank,3
https://github.com/seaweedfs/seaweedfs/issues/6497," test-file , source-file,source-file ",put object bucket invalid name leads unremovable bucket root hepatitis cmd put upload done warning upload failed internalerror encountered internal please warning waiting sec upload done warning upload failed internalerror encountered internal please warning waiting sec csee root hepatitis cmd put created bucket removed even via weed shell due invalid bucket name,3
https://github.com/seaweedfs/seaweedfs/issues/2434,source-file,headbuckethandler forbidden super admin owner describe bug headbuckethandler forbidden super admin auth credentials user name bennu actions admin bennu action admin api bucket handlers headbuckethandler bennu client files handler status application xml xml encoding utf accessdenied message access denied message resource resource requestid requestid bucketname bennu client files bucketname aws profile bennu endpoint url http localhost api head bucket bucket bennu client files quite understand cheked https github chrislusf blob bdffdf weed api api bucket handlers meta cat buckets bennu client files name bennu client files isdirectory true chunks attributes filesize mtime filemode uid gid crtime mime replication collection ttlsec username groupname symlinktarget null disktype extended identity vydmljzs sawjyyxj hardlinkid null hardlinkcounter content null remoteentry null system setup,3
