issue_no,repo,issue_url,title,description,patched_file_types
241,nocodb,https://github.com/nocodb/nocodb/issues/241,"Confusing ""Sign up"" button loading state","EDIT: See first comment below. Hi! While trying to explore nocodb I hit an issue on superuser sign up: as soon as I input a password, the Signup button freezes in an inactive loading state. This happens in Firefox an Chromium. I run nocodb with the following command: `podman run -d --name nocodb -p 8080:8080 --net=host nocodb/nocodb` (I need `--net=host` to access a database running on the host, in fact `-p` is redundant in this case.) In the logs I can see a suspicious 404: `POST /api/v1/auth/refresh-token 404 165 - 1.007 ms`. ![Screenshot 2021-06-07 at 09-58-56 Sign Up Noco](https://user-images.githubusercontent.com/479389/120974051-5ae6a500-c778-11eb-8ea4-6770c9e8ec0f.png) <details><summary>Full log</summary> <pre> App started successfully. Visit -> http://localhost:8080/dashboard GET / 302 64 - 13.886 ms GET /dashboard 301 185 - 2.510 ms GET /dashboard/ 200 2855 - 6.491 ms GET /dashboard/_nuxt/3905e44.js 200 3732 - 10.191 ms GET /dashboard/_nuxt/44db1cc.js 200 209471 - 8.751 ms GET /dashboard/_nuxt/6bd9d66.js 200 245540 - 8.778 ms GET /dashboard/_nuxt/be8fb6e.js 200 1897780 - 8.907 ms GET /dashboard/_nuxt/333a606.js 200 29825 - 5.407 ms GET /dashboard/_nuxt/dfacdf9.js 200 27029 - 5.999 ms GET /dashboard/_nuxt/5641aa5.js 200 72112 - 2.332 ms POST /dashboard/?q=sqlOp_xcPluginRead 401 70 - 2.995 ms POST /api/v1/auth/refresh-token 404 165 - 1.723 ms GET /dashboard/auth/type 200 222 - 2.280 ms GET /dashboard/favicon-32.png 200 1749 - 1.744 ms GET /dashboard/ 304 - - 2.833 ms GET /dashboard/_nuxt/3905e44.js 304 - - 6.835 ms GET /dashboard/_nuxt/44db1cc.js 304 - - 8.020 ms GET /dashboard/_nuxt/be8fb6e.js 304 - - 7.614 ms GET /dashboard/_nuxt/6bd9d66.js 304 - - 7.398 ms GET /dashboard/_nuxt/333a606.js 304 - - 4.110 ms GET /dashboard/_nuxt/dfacdf9.js 304 - - 3.484 ms GET /dashboard/_nuxt/5641aa5.js 304 - - 1.759 ms POST /dashboard/?q=sqlOp_xcPluginRead 401 70 - 1.330 ms POST /api/v1/auth/refresh-token 404 165 - 1.214 ms GET /dashboard/auth/type 304 - - 2.357 ms GET /dashboard/db/mysql.png.jpg 200 3132 - 12.526 ms GET /dashboard/db/mssql.png.jpg 200 3619 - 12.299 ms GET /dashboard/db/postgre.png.jpg 200 3892 - 11.900 ms GET /dashboard/db/maria.png.jpg 200 3304 - 11.474 ms GET /dashboard/db/aurora.png 200 2511 - 10.915 ms GET /dashboard/_nuxt/img/512x512-trans.5601bce.png 200 246642 - 12.990 ms GET /dashboard/db/sqlite.svg 200 9886 - 2.777 ms GET /dashboard/_nuxt/c66fc74.js 200 21982 - 1.985 ms GET /dashboard/_nuxt/fonts/MaterialIcons-Regular.12a47ed.woff2 200 60840 - 7.764 ms GET /dashboard/_nuxt/fonts/materialdesignicons-webfont.2ec256c.woff2 200 224348 - 5.941 ms GET /dashboard/ 200 2855 - 1.901 ms GET /dashboard/_nuxt/3905e44.js 200 3732 - 8.117 ms GET /dashboard/_nuxt/6bd9d66.js 200 245540 - 8.354 ms GET /dashboard/_nuxt/44db1cc.js 200 209471 - 9.396 ms GET /dashboard/_nuxt/be8fb6e.js 200 1897780 - 8.768 ms GET /dashboard/_nuxt/c66fc74.js 200 21982 - 2.114 ms POST /dashboard/?q=sqlOp_xcPluginRead 401 70 - 1.125 ms GET /dashboard/favicon-32.png 200 1749 - 1.693 ms POST /api/v1/auth/refresh-token 404 165 - 3.090 ms GET /dashboard/auth/type 200 222 - 2.233 ms GET /dashboard/_nuxt/333a606.js 200 29825 - 3.842 ms GET /dashboard/_nuxt/dfacdf9.js 200 27029 - 3.703 ms GET /dashboard/_nuxt/fonts/MaterialIcons-Regular.12a47ed.woff2 200 60840 - 8.130 ms GET /dashboard/_nuxt/5641aa5.js 200 72112 - 8.410 ms GET /dashboard/_nuxt/fonts/materialdesignicons-webfont.2ec256c.woff2 200 224348 - 7.499 ms GET /dashboard/_nuxt/img/512x512-trans.5601bce.png 200 246642 - 8.860 ms GET /dashboard 301 185 - 1.424 ms GET /dashboard/ 200 2855 - 1.346 ms GET /dashboard/_nuxt/3905e44.js 200 3732 - 2.546 ms GET /dashboard/_nuxt/44db1cc.js 200 209471 - 4.712 ms GET /dashboard/_nuxt/6bd9d66.js 200 245540 - 4.884 ms GET /dashboard/_nuxt/be8fb6e.js 200 1897780 - 5.292 ms GET /dashboard/_nuxt/333a606.js 200 29825 - 3.798 ms GET /dashboard/_nuxt/dfacdf9.js 200 27029 - 3.443 ms GET /dashboard/_nuxt/5641aa5.js 200 72112 - 1.940 ms POST /dashboard/?q=sqlOp_xcPluginRead 401 70 - 1.148 ms POST /api/v1/auth/refresh-token 404 165 - 1.007 ms GET /dashboard/auth/type 200 222 - 1.519 ms GET /dashboard/favicon-32.png 200 1749 - 1.883 ms GET /dashboard/db/mysql.png.jpg 200 3132 - 11.375 ms GET /dashboard/db/mssql.png.jpg 200 3619 - 11.608 ms GET /dashboard/db/postgre.png.jpg 200 3892 - 12.592 ms GET /dashboard/db/maria.png.jpg 200 3304 - 12.317 ms GET /dashboard/db/aurora.png 200 2511 - 12.221 ms GET /dashboard/_nuxt/img/512x512-trans.5601bce.png 200 246642 - 15.611 ms GET /dashboard/db/sqlite.svg 200 9886 - 3.870 ms GET /dashboard/_nuxt/c66fc74.js 200 21982 - 1.605 ms GET /dashboard/_nuxt/fonts/MaterialIcons-Regular.12a47ed.woff2 200 60840 - 6.683 ms GET /dashboard/_nuxt/fonts/materialdesignicons-webfont.2ec256c.woff2 200 224348 - 5.418 ms </pre> </details>",ui-file | source-file
400,nocodb,https://github.com/nocodb/nocodb/issues/400,Bug: Import not working,"**Steps To Reproduce** Case 1: 1. create a project (sqlite) 2. create some tables 3. export to zip 4. import it back to the same project. it shows ""some internal error occurred"".  Request URL: <REDACTED>/dashboard/?q=sqlOp_xcMetaTablesImportZipToLocalFsAndDb&project_id=test_AcEi Request Method: POST Status Code: 400 Bad Request  Response  {""msg"":""Project with id 'project_1_Qd9-' already exist""}  Case 2: 1. create a project (sqlite) 2. create some tables 3. export to zip 4. Delete the project 5. import zip in My Projects. it shows ""some internal error occurred"".  Request URL: <REDACTED</dashboard/?q=sqlOp_xcMetaTablesImportZipToLocalFsAndDb Request Method: POST Status Code: 403 Forbidden  Response:  {""msg"":""Not allowed""}  **Expected behavior** Case 1: If it is not allowed to import to the same project. It may show some useful message instead of ""some internal error occurred"". **Further discussion:** if it is not allowed to import to the existing project. Then there is no point to include this import function in Project Metadata page. If the project does not exist, basically it will create a new one so it is weird to create a new project inside another project. Case 2: metadata is expected to be loaded. Node: **v12.22.1** Arch: **x64** Platform: **linux** Docker: **true** Database: **pg** ProjectOnRootDB: **false** RootDB: **sqlite3** PackageVersion: **0.11.6**",ui-file | source-file
7473,nocodb,https://github.com/nocodb/nocodb/issues/7473,Bug: email verification not working,"Please confirm if bug report does NOT exists already ? - [X] I confirm there is no existing issue for this  Steps to reproduce ? When inviting new users to a workspace the verify Email is being sent but the link responds 404 {""msg"":""Cannot GET /email/verify/email_verification_token""}  Desired Behavior should verify sucessfully On the other hand - in case of invitation i would prefer to skip this entirely and go on with setting a password for the new user.  Project Details Node: **v18.18.2** Arch: **x64** Platform: **linux** Docker: **true** RootDB: **mysql2** PackageVersion: **0.204.0**  Attachments _No response_",source-file
1981,nocodb,https://github.com/nocodb/nocodb/issues/1981,Nested fields query param does not respect '*' to include all fields,"I want to get all nested fields for the nested column table Since 0.90.10 it started to only return primary key and value for nested colums, f.e. `/api/v1/db/data/noco/AppName/SomeTable/8` returns  { <other data>, SomeNestedColumn: { id: 1, Name: 'name string', } }  Specifying fields directly does work, but is not practical for my use case, since we have a lot of columns and need all of them: `/api/v1/db/data/noco/AppName/SomeTable/8?nested[SomeNestedColumn][fields]=somefield,anotherfield`  { <other data>, SomeNestedColumn: { somefield: 'foo', anotherfield: 'bar', } }  I tried using '*' for it to return all fields but it returns the same as not specifying the fields param (only primary key and value): `/api/v1/db/data/noco/AppName/SomeTable/8?nested[SomeNestedColumn][fields]=*`  { <other data>, SomeNestedColumn: { id: 1, Name: 'name string', } }  I suspect this does code in #1856 does not handle the '*' case correctly: https://github.com/nocodb/nocodb/pull/1856/files#diff-7768878066d19300f9872bc703464d8c2b7f2c79b747d9ee1fd9660805d97e17R48-R74  Node: **v12.22.12** Arch: **x64** Platform: **linux** Docker: **false** Database: **pg** ProjectOnRootDB: **true** RootDB: **pg** PackageVersion: **0.90.10**",data-file
410,nocodb,https://github.com/nocodb/nocodb/issues/410,Unable to update/delete/select records for composite primary keys from swagger,"In swagger the primary key field is set to integer by default because it considers the default primary key to be 'id'. But if we add a new primary key [composite along with default 'id' key], then while updating/deleting/selecting we need to provide value for primary-key in the format <id-field-value>___<secondary-primary-key-value>. So this primary key is a string. Can this primary-key type be changed to string instead? Also if there is a way to remove dependency from default 'id' field, it would be great help?",source-file
7511,nocodb,https://github.com/nocodb/nocodb/issues/7511,Bug: webhook trigger on triggering delete of selected records,"Please confirm if bug report does NOT exists already ? - [X] I confirm there is no existing issue for this  Steps to reproduce ? webhook trigger when - multiple records are selected in one go & `Delete selected records` : bulk delete trigger - one record is selected and `Delete selected records ` : bulk delete trigger  Desired Behavior for the latter case, it should be `delete` trigger instead of `bulk.delete`  Project Details 204.0  Attachments _No response_",ui-file | data-file
11,nocodb,https://github.com/nocodb/nocodb/issues/11,dynamic is not working,"Hi team, first of all star to your efforts <3 I am sending an post request to dynamic api, but system is not response as required as it through 404 error, ajax code: `$(document).ready(function(){ $.ajax({ url: 'http://127.0.0.1:3000/dynamic', method: 'POST', data:{ ""query"": ""select * from ?? limit 20"", ""params"": [""issuedetailsv3""] }, success: function (data){ console.log(data); }, error : function (){ console.log('this is an error'); } }) });` following errors, > POST http://127.0.0.1:3000/dynamic 404 (Not Found) > POST /dynamic 404 147 - 3.395 ms Please provide dev environment versions of your system node -v v9.0.0 ( xmysql requires node >= 7.6.0 ) npm -v 5.5.1 mysql --version 5.7.20 xmysql --version 0.2.0 - - - Provide steps to reproduce this issue or Provide minimum code to reproduce this issue or HTTP request,response,error snapshot of this issue - - - Mark issue with suitable label if it is clear what this issue is.",ui-file | source-file
238,nocodb,https://github.com/nocodb/nocodb/issues/238,Server doesn't restart if incorrect endpoint is entered in the minio settings.,Error Logs from the docker logs -   POST /dashboard/?q=sqlOp_xcVirtualTableUpdate 200 1 - 9.886 ms (node:7) Warning: Label 'fetch user' already exists for console.time() Creating REST APIs pg - > xcdb InvalidEndpointError: Invalid endPoint : https://s3.fr-par.scw.cloud at new Client (/usr/src/app/node_modules/minio/dist/main/minio.js:93:13) at _0x57a864.init (/usr/src/app/docker/main.js:1211:6082) at _0x40b070.init (/usr/src/app/docker/main.js:1211:3779) at _0x49f755.init (/usr/src/app/docker/main.js:1079:2832) at processTicksAndRejections (internal/process/task_queues.js:97:5) at async _0x2c831f.initHandler (/usr/src/app/docker/main.js:89:5677) at async _0x18a585.init (/usr/src/app/docker/main.js:23:10140) at async /usr/src/app/docker/main.js:309:36863,test-file | config-file | source-file | ui-file | documentation-file
267,nocodb,https://github.com/nocodb/nocodb/issues/267,"""Email must be valid"" error for valid email with a four-character top-level domain","Version: Latest Docker When attempting to create a new user that has a four-character top-level domain in the email address, an ""E-mail must be valid"" error is returned. For example, the email test@test.live is said to be invalid. However, I was able to sign up with that email, without seeing any errors. Steps to Replicate Create a new user with a four-character TLD in the email such as ""test@test.live"" Sign out Try to sign back in Observe the ""E-mail must be valid"" message What is Expected? The Email is valid per RFC spec and should be allowed.",test-file | config-file | source-file | ui-file | data-file | documentation-file | container-file
2208,nocodb,https://github.com/nocodb/nocodb/issues/2208,Problem with API for Relation Rows,"Project Info  Node: **v12.22.12** Arch: **x64** Platform: **linux** Docker: **true** Database: **pg** ProjectOnRootDB: **true** RootDB: **pg** PackageVersion: **0.91.1**  Hallo! I'm testing API for Relation Rows But, when I try to send a test request, I get an error Parameter columnName turns red (see screenshot) I have two tables: ""Sheet1"" and ""Cars"" (see screenshots) Table ""Sheet1"" has Link To Another Record - it is column ""Car"". The screenshot 3 shows an example of an attempt to send the Relation Row List method. I click the Execute button and the columnName parameter turns red. Request not sent A similar situation with the Relation Row Add and Relation Row Remove methods.  I don't know if this is a bug or I'm doing something wrong.  ![screenshot-noco bittapp ru-2022 05 31-12_42_23](https://user-images.githubusercontent.com/106589126/171162126-1a6c9d8c-0069-4350-84d4-d8b7477aaebe.png) ![screenshot-noco bittapp ru-2022 05 31-12_43_02](https://user-images.githubusercontent.com/106589126/171162213-e10831df-ce13-43a6-b604-db005ea04f58.png) ![screenshot-noco bittapp ru-2022 05 31-13_22_46](https://user-images.githubusercontent.com/106589126/171162483-70033e82-92c6-46fd-be8a-a246c0f4c959.png)",test-file | config-file | source-file | other-file | ui-file | data-file | documentation-file
288,nocodb,https://github.com/nocodb/nocodb/issues/288,Swagger UI doesn't use NC_PUBLIC_URL,"**Please enter the following details** Node: **v12.22.1** Arch: **x64** Platform: **linux** Docker: **true** Database: **pg** ProjectOnRootDB: **false** RootDB: **mysql2** PackageVersion: **0.9.33** **Steps To Reproduce** 1. Run NocoDB using Docker, and set the NC_PUBLIC_URL environment variable (e.g. `NC_PUBIC_URL=https://nocodb.example.com`). Serve the site at that URL using a reverse proxy. 2. From NocoDB (at the public URL), click avatar > Swagger APIs Doc to open the Swagger UI 3. Despite being served from the public URL, Swagger shows the base URL as localhost:8080, which causes the endpoints to fail when tested. **Expected behavior** I would expect Swagger to use the public URL to generate the REST endpoints. **Screenshots** ![image](https://user-images.githubusercontent.com/2007008/122275796-1a8ed180-ceb2-11eb-9146-0ccbd5886d94.png) ![image](https://user-images.githubusercontent.com/2007008/122275858-2d090b00-ceb2-11eb-838d-e7f85ab628b2.png)",test-file | source-file | ui-file | data-file | documentation-file
